group_course_quarter,group_course_name,group_course_title,group_course_professor,group_course_days,group_course_time,group_course_location,created_on,is_active,group_course_subject_area
SPRING 2024,ANTH 2,INTRO CULT ANTHRO,WALSH C,M W F,1:00pm - 1:50pm,CAMPBHALL,2024-04-02 00:00:00,1,Anthropology - ANTH
SPRING 2024,ANTH 3,INTRO ARCH,KENNETT D J,T R,9:30 am - 10:45am,IV THEA1,2024-04-02 00:00:00,1,Anthropology - ANTH
SPRING 2024,ANTH 106,CULTURAL EVOLUTION,LAWSON D W,T R,3:30pm - 4:45pm,BUCHN1934,2024-04-02 00:00:00,1,Anthropology - ANTH
SPRING 2024,ANTH 113,INDIGENOUS PEOPLE,SALDIVAR TANA,R,4:00pm - 6:50pm,PSYCH1924,2024-04-02 00:00:00,1,Anthropology - ANTH
SPRING 2024,ANTH 129,ETHNOGRAPH RES METH,SALDIVAR TANA,W,2:00pm - 4:50pm,HSSB 2001A,2024-04-02 00:00:00,1,Anthropology - ANTH
SPRING 2024,ANTH 130,INTL DEV POP HEALTH,LAWSON D W,M W,3:30pm - 4:45pm,BRDA 1640,2024-04-02 00:00:00,1,Anthropology - ANTH
SPRING 2024,ANTH 135,CULT ANTH OF MEXICO,PACHECO R,W F,8:00 am - 9:15 am,PHELP1260,2024-04-02 00:00:00,1,Anthropology - ANTH
SPRING 2024,ANTH 139CH,LANDBACK REP & ECON,"HALE C R, LINVILLE D D",W,5:00pm - 7:50pm,ELLSN2626,2024-04-02 00:00:00,1,Anthropology - ANTH
SPRING 2024,ANTH 151T,EVOLUTIONARY PSYCH,"GAULIN S J, EDELMAN L N",T R,3:30pm - 4:45pm,IV THEA2,2024-04-02 00:00:00,1,Anthropology - ANTH
SPRING 2024,ANTH 171,EVOLUTIONARY MED,BODDY A M,T R,2:00pm - 3:15pm,PSYCH1924,2024-04-02 00:00:00,1,Anthropology - ANTH
SPRING 2024,ANTH 176TS,ANC EGYPT RELIGION,SMITH S T,M W,12:30pm - 1:45pm,WEBB 1100,2024-04-02 00:00:00,1,Anthropology - ANTH
SPRING 2024,ANTH 182M,INTRO LITHIC ANALYS,WILSON G D,T R,12:30pm - 1:45pm,HSSB 1021,2024-04-02 00:00:00,1,Anthropology - ANTH
SPRING 2024,ANTH 186,PALEOETHNOBOT LAB,VANDERWARKER,M W,12:30pm - 1:45pm,HSSB 1021,2024-04-02 00:00:00,1,Anthropology - ANTH
SPRING 2024,ANTH 195A,ANTH HNR RES DESIGN,VANDERWARKER,M W,9:30 am - 10:45am,HSSB 2018,2024-04-02 00:00:00,1,Anthropology - ANTH
SPRING 2024,ANTH 195B,ANTH HNR IND STDY I,T B A,,,T B A,2024-04-02 00:00:00,1,Anthropology - ANTH
SPRING 2024,ANTH 195C,ANTH HNR IND STD II,T B A,,,T B A,2024-04-02 00:00:00,1,Anthropology - ANTH
SPRING 2024,ANTH 197ES,SPECIAL COURSES,SALDIVAR TANA,T,4:00pm - 6:50pm,HSSB 2001A,2024-04-02 00:00:00,1,Anthropology - ANTH
SPRING 2024,ANTH 198,INDEP READINGS ANTH,T B A,,,T B A,2024-04-02 00:00:00,1,Anthropology - ANTH
SPRING 2024,ANTH 199,INDEP STUDIES ANTH,T B A,,,T B A,2024-04-02 00:00:00,1,Anthropology - ANTH
SPRING 2024,ANTH 199RA,RESEARCH TRAINING,T B A,,,T B A,2024-04-02 00:00:00,1,Anthropology - ANTH
SPRING 2024,ART 1A,VISUAL LITERACY,TASCHIAN H J,M W,12:30pm - 1:45pm,CHEM 1171,2024-04-02 00:00:00,1,Art - ART
SPRING 2024,ART 1C,INTRO CONTEMP ART,"MOULTON S M, SCHLOSSBERG R",R,5:00pm - 6:50pm,EMBARHALL,2024-04-02 00:00:00,1,Art - ART
SPRING 2024,ART 7A,ART & LIFE,SAUBESTRE K L,M,4:00pm - 5:50pm,GIRV 1004,2024-04-02 00:00:00,1,Art - ART
SPRING 2024,ART 10,INTRO PAINTING,"GLOVER Y H, OKERE H N",T R,1:00pm - 3:50pm,ARTS 2628,2024-04-02 00:00:00,1,Art - ART
SPRING 2024,ART 12,BEG SPATIAL PRACT,"GARCIA K, WELCH L S",T R,1:00pm - 3:50pm,ARTS 0641,2024-04-02 00:00:00,1,Art - ART
SPRING 2024,ART 14,LOWER-DIVISN PRINT,"SAUBESTRE K L, MCCORMICK A T",M W,10:00am - 12:50pm,ARTS 2235,2024-04-02 00:00:00,1,Art - ART
SPRING 2024,ART 100,INT PAINTING,ARGENT P,T R,1:00pm - 2:50pm,ARTS 2422,2024-04-02 00:00:00,1,Art - ART
SPRING 2024,ART CS 101,DRAWING & PAINTING,GARCIA K,F,9:00 am - 12:50pm,CRST 120,2024-04-02 00:00:00,1,Art - ART
SPRING 2024,ART CS 102,THEMES,PITCHER H,R,1:00pm - 3:50pm,CRST 120,2024-04-02 00:00:00,1,Art - ART
SPRING 2024,ART 105TD,3D INTERSECTION,BRADY S R,W F,2:00pm - 3:50pm,ARTS 0645,2024-04-02 00:00:00,1,Art - ART
SPRING 2024,ART CS 107,HIST THEORY & CRIT,DJOUINI I,M,3:00pm - 5:50pm,CRST 136,2024-04-02 00:00:00,1,Art - ART
SPRING 2024,ART CS 107,HIST THEORY & CRIT,CLANCY K,RF,4:00pm - 6:30pm,CRST 136,2024-04-02 00:00:00,1,Art - ART
SPRING 2024,ART 111PP,PPART DINTERMEDIA,NGO H N,M W,2:00pm - 3:50pm,ARTS 2235,2024-04-02 00:00:00,1,Art - ART
SPRING 2024,ART 112,ARTISTS' BOOKS,LUKAS A V,T R,10:00am - 11:50am,ARTS 2235,2024-04-02 00:00:00,1,Art - ART
SPRING 2024,ART CS 112,SPECIAL TOPICS,DJOUINI I,F,3:00pm - 4:30pm,CRST 107,2024-04-02 00:00:00,1,Art - ART
SPRING 2024,ART 117,INT DRAWING,BELTZ E A,F,10:00am - 2:50pm,ARTS 2636,2024-04-02 00:00:00,1,Art - ART
SPRING 2024,ART 118,ADV DRAWING,BELTZ E A,M W,9:00 am - 11:50am,ARTS 2636,2024-04-02 00:00:00,1,Art - ART
SPRING 2024,ART CS 120,SCULPTURE,CLANCY K,RF,9:00 am - 10:50am,CRST 136,2024-04-02 00:00:00,1,Art - ART
SPRING 2024,ART CS 120,SCULPTURE,MULFINGER J,M,1:00pm - 3:50pm,ARTS 0641,2024-04-02 00:00:00,1,Art - ART
SPRING 2024,ART 137,SPOKEN WORD,FULBECK L K,M W,12:00pm - 1:50pm,ARTS 1237,2024-04-02 00:00:00,1,Art - ART
SPRING 2024,ART 177,AEROSPACE CULT,PELJHAN M,T,6:00pm - 8:50pm,ILP 3103,2024-04-02 00:00:00,1,Art - ART
SPRING 2024,ART 185LJ,SPECIAL TOP ARTST,JEVBRATT L V,F,10:00am - 2:00pm,ARTS 0641,2024-04-02 00:00:00,1,Art - ART
SPRING 2024,ART 189C,CAP DESIGN,SUSKO T G,M W F,1:00pm - 1:50pm,BUCHN1920,2024-04-02 00:00:00,1,Art - ART
SPRING 2024,ART 192ES,EXHIBITION STUDIES,LUKAS A V,,,T B A,2024-04-02 00:00:00,1,Art - ART
SPRING 2024,ART 196,HONORS SEMINAR,BRADY S R,W,4:00pm - 6:50pm,ARTS 1344,2024-04-02 00:00:00,1,Art - ART
SPRING 2024,ART 199RA,RESEARCH ASSISTANCE,T B A,,,T B A,2024-04-02 00:00:00,1,Art - ART
SPRING 2024,ART CS 101,DRAWING & PAINTING,T B A,F,9:00 am - 12:50pm,CRST 120,2024-04-02 00:00:00,1,Art (Creative Studies) - ART  CS
SPRING 2024,ART CS 102,THEMES,T B A,R,1:00pm - 3:50pm,CRST 120,2024-04-02 00:00:00,1,Art (Creative Studies) - ART  CS
SPRING 2024,ART CS 107,HIST THEORY & CRIT,T B A,M,3:00pm - 5:50pm,CRST 136,2024-04-02 00:00:00,1,Art (Creative Studies) - ART  CS
SPRING 2024,ART CS 107,HIST THEORY & CRIT,T B A,RF,4:00pm - 6:30pm,CRST 136,2024-04-02 00:00:00,1,Art (Creative Studies) - ART  CS
SPRING 2024,ART CS 112,SPECIAL TOPICS,T B A,F,3:00pm - 4:30pm,CRST 107,2024-04-02 00:00:00,1,Art (Creative Studies) - ART  CS
SPRING 2024,ART CS 120,SCULPTURE,T B A,RF,9:00 am - 10:50am,CRST 136,2024-04-02 00:00:00,1,Art (Creative Studies) - ART  CS
SPRING 2024,ART CS 120,SCULPTURE,T B A,M,1:00pm - 3:50pm,ARTS 0641,2024-04-02 00:00:00,1,Art (Creative Studies) - ART  CS
SPRING 2024,ARTHI 5A,ARCHITECT & ENVIRON,CHATTOPADHYAY,M W,11:00am - 12:15pm,ILP 1302,2024-04-02 00:00:00,1,Art History - ARTHI
SPRING 2024,ARTHI 6C,SURVEY III: MOD-CON,MCLEMORE E L,T R,12:30pm - 1:45pm,IV THEA1,2024-04-02 00:00:00,1,Art History - ARTHI
SPRING 2024,ARTHI 132E,ISLAM ARCH 1400-MOD,KHOURY N N,T R,11:00am - 12:15pm,ARTS 1341,2024-04-02 00:00:00,1,Art History - ARTHI
SPRING 2024,ARTHI 134K,CHINESE CALLIGRAPHY,STURMAN P C,M W,2:00pm - 3:15pm,ARTS 1341,2024-04-02 00:00:00,1,Art History - ARTHI
SPRING 2024,ARTHI 136C,ARCHITECTURE U.S.,WHITE J S,M W,5:30pm - 6:45pm,ARTS 2324,2024-04-02 00:00:00,1,Art History - ARTHI
SPRING 2024,ARTHI 136Y,MODERN CAL ARCH,WELTER V W,M W,9:30 am - 10:45am,ARTS 1341,2024-04-02 00:00:00,1,Art History - ARTHI
SPRING 2024,ARTHI 141MH,MUSEUMS AND HISTORY,RITTER G,T R,2:00pm - 3:15pm,ARTS 1341,2024-04-02 00:00:00,1,Art History - ARTHI
SPRING 2024,ARTHI 163,DIG. VISUAL STUDIES,OFFERT F,T R,3:30pm - 4:45pm,TD-W 2600,2024-04-02 00:00:00,1,Art History - ARTHI
SPRING 2024,ARTHI 187Z,MUSEUM STUDIES,MCLEMORE E L,R,3:00pm - 5:50pm,,2024-04-02 00:00:00,1,Art History - ARTHI
SPRING 2024,AS AM 8,INTRO ASAM GEN/SEX,CHO A,M W,2:00pm - 3:15pm,GIRV 1004,2024-04-02 00:00:00,1,Asian American Studies - AS AM
SPRING 2024,AS AM 9,RACE & RESISTANCE,RUBIO E H,T R,11:00am - 12:15pm,GIRV 1004,2024-04-02 00:00:00,1,Asian American Studies - AS AM
SPRING 2024,AS AM 71,INTRO ASIAN AM RELG,BUSTO R V,M W,5:00pm - 6:15pm,HFH 1104,2024-04-02 00:00:00,1,Asian American Studies - AS AM
SPRING 2024,AS AM 100AA,CHINESE AMERICANS,STOHLER J E,T R,9:30 am - 10:45am,GIRV 1115,2024-04-02 00:00:00,1,Asian American Studies - AS AM
SPRING 2024,AS AM 111,AS AM COMM ISSUES,RUBIO E H,T R,2:00pm - 3:15pm,GIRV 1115,2024-04-02 00:00:00,1,Asian American Studies - AS AM
SPRING 2024,AS AM 127,"FILM, TV, MEDIA",CHO A,T R,3:30pm - 4:45pm,GIRV 1112,2024-04-02 00:00:00,1,Asian American Studies - AS AM
SPRING 2024,AS AM 133,"SCI, TECH, AND ASAM",ZULUETA B C,M W,11:00am - 12:15pm,GIRV 1112,2024-04-02 00:00:00,1,Asian American Studies - AS AM
SPRING 2024,AS AM 136,ASIAN AM FAMILIES,STOHLER J E,T R,12:30pm - 1:45pm,GIRV 1112,2024-04-02 00:00:00,1,Asian American Studies - AS AM
SPRING 2024,AS AM 151,AA CULTURAL NIGHTS,ZULUETA B C,M W,2:00pm - 3:15pm,GIRV 1112,2024-04-02 00:00:00,1,Asian American Studies - AS AM
SPRING 2024,AS AM 157,AS AM EDUCATION,T B A,T R,8:00 am - 9:15 am,GIRV 1112,2024-04-02 00:00:00,1,Asian American Studies - AS AM
SPRING 2024,AS AM 160,ASIAN AM POLITICS,LIEN P,M W,9:30 am - 10:45am,BUCHN1940,2024-04-02 00:00:00,1,Asian American Studies - AS AM
SPRING 2024,AS AM 184,INTRO AS AM PERFORM,LYTLE T J,T R,3:00pm - 4:50pm,TD-W 1507,2024-04-02 00:00:00,1,Asian American Studies - AS AM
SPRING 2024,AS AM 194C,ETHNC ST TEACH ED,T B A,W,5:00pm - 6:15pm,HSSB 5024,2024-04-02 00:00:00,1,Asian American Studies - AS AM
SPRING 2024,AS AM 199RA,INDEP RESEARCH ASST,T B A,,,T B A,2024-04-02 00:00:00,1,Asian American Studies - AS AM
SPRING 2024,ASTRO 1,BASIC ASTRONOMY,LUBIN P,T R,2:00pm - 3:15pm,BRDA 1610,2024-04-02 00:00:00,1,Astronomy - ASTRO
SPRING 2024,ASTRO 1H,HONORS- BASIC ASTRO,LUBIN P,T,3:30pm - 4:45pm,HSSB 1206,2024-04-02 00:00:00,1,Astronomy - ASTRO
SPRING 2024,ASTRO 2,HIST OF UNIVERSE,HOWELL D A,M W,2:00pm - 3:15pm,HSSB 1174,2024-04-02 00:00:00,1,Astronomy - ASTRO
SPRING 2024,BIOL CS 5,GROUP STUDIES,TYLER C M,T,2:30pm - 3:45pm,CRST 160B,2024-04-02 00:00:00,1,Biology - BIOL
SPRING 2024,BIOL CS 25,WALKING BIOLOGY,TYLER C M,R,1:00pm - 3:50pm,CRST 160B,2024-04-02 00:00:00,1,Biology - BIOL
SPRING 2024,BIOL CS 30,CCS INTRO BIO III,TYLER C M,T R,11:00am - 12:15pm,CRST 143,2024-04-02 00:00:00,1,Biology - BIOL
SPRING 2024,BIOL CS 5,GROUP STUDIES,T B A,T,2:30pm - 3:45pm,CRST 160B,2024-04-02 00:00:00,1,Biology (Creative Studies) - BIOL CS
SPRING 2024,BIOL CS 25,WALKING BIOLOGY,T B A,R,1:00pm - 3:50pm,CRST 160B,2024-04-02 00:00:00,1,Biology (Creative Studies) - BIOL CS
SPRING 2024,BIOL CS 30,CCS INTRO BIO III,T B A,T R,11:00am - 12:15pm,CRST 143,2024-04-02 00:00:00,1,Biology (Creative Studies) - BIOL CS
SPRING 2024,BL ST 2,BLK GLOBALIZATION,ALVES J A,M W,2:00pm - 3:15pm,PSYCH1924,2024-04-02 00:00:00,1,Black Studies - BL ST
SPRING 2024,BL ST 49C,AFRICAN HIST SURVEY,CHIKOWERO M,T R,9:30 am - 10:45am,TD-W 1701,2024-04-02 00:00:00,1,Black Studies - BL ST
SPRING 2024,BL ST 100,AFRICA/U. S. POLICY,MCAULEY C,T R,12:30pm - 1:45pm,PHELP1160,2024-04-02 00:00:00,1,Black Studies - BL ST
SPRING 2024,BL ST 104,BLACK MARXISM,MCAULEY C,T R,3:30pm - 4:45pm,NH 1105,2024-04-02 00:00:00,1,Black Studies - BL ST
SPRING 2024,BL ST 106,WOMEN POLITICS BODY,BANKS I,M W,5:00pm - 6:15pm,NH 1105,2024-04-02 00:00:00,1,Black Studies - BL ST
SPRING 2024,BL ST 127,BLACK WOMEN WRITERS,COFFEY EDISON,M W,11:00am - 12:15pm,NH 1105,2024-04-02 00:00:00,1,Black Studies - BL ST
SPRING 2024,BL ST 137E,BLACK FAMILIES,BURNETT M D,T R,2:00pm - 3:15pm,NH 1105,2024-04-02 00:00:00,1,Black Studies - BL ST
SPRING 2024,BL ST 143,HIP-HOP,WEBBER M E,M W,5:00pm - 6:15pm,PSYCH1902,2024-04-02 00:00:00,1,Black Studies - BL ST
SPRING 2024,BL ST 152,MUSIC AFR DIASPORA,AKUDINOBI J,T R,8:00 am - 9:15 am,NH 1105,2024-04-02 00:00:00,1,Black Studies - BL ST
SPRING 2024,BL ST 169CR,AF-AMERICAN HIST,BANKS I,M W,3:30pm - 4:45pm,NH 1105,2024-04-02 00:00:00,1,Black Studies - BL ST
SPRING 2024,BL ST 179,BLACK FILM,AKUDINOBI J,T R,9:30 am - 10:45am,NH 1105,2024-04-02 00:00:00,1,Black Studies - BL ST
SPRING 2024,BL ST 180,CAPSTONE SEMINAR,STRINGS S A,M W,12:30pm - 1:45pm,SH 3707,2024-04-02 00:00:00,1,Black Studies - BL ST
SPRING 2024,BL ST 190C,SENIOR THESIS,LYONS C D,T R,11:00am - 12:15pm,SH 3707,2024-04-02 00:00:00,1,Black Studies - BL ST
SPRING 2024,BL ST 190CH,HONORS THESIS,LYONS C D,T R,11:00am - 12:15pm,SH 3707,2024-04-02 00:00:00,1,Black Studies - BL ST
SPRING 2024,BL ST 197,RESEARCH SEMINAR,T B A,,,T B A,2024-04-02 00:00:00,1,Black Studies - BL ST
SPRING 2024,BL ST 199RA,INDEP RESEARCH ASST,T B A,,,T B A,2024-04-02 00:00:00,1,Black Studies - BL ST
SPRING 2024,CH E 5,INTRO CHEM ENG DES,CHADA J P,M W,11:00am - 12:15pm,SH 1431,2024-04-02 00:00:00,1,Chemical Engineering - CH E
SPRING 2024,CH E 99,INTRO. TO RESEARCH,T B A,,,T B A,2024-04-02 00:00:00,1,Chemical Engineering - CH E
SPRING 2024,CH E 110B,CHEM ENGR THERMODYN,SHELL M S,M W F,1:00pm - 1:50pm,ENGR21519,2024-04-02 00:00:00,1,Chemical Engineering - CH E
SPRING 2024,CH E 118,TECH COMM CHEM ENGR,CHADA J P,F,2:00pm - 2:50pm,ENGR21519,2024-04-02 00:00:00,1,Chemical Engineering - CH E
SPRING 2024,CH E 120C,TRANSPORT PROCESSES,DEY S S,T R,9:30 am - 10:45am,ENGR21519,2024-04-02 00:00:00,1,Chemical Engineering - CH E
SPRING 2024,CH E 132A,ANALYTICAL METH CHE,TAKATORI S,T R,12:30pm - 1:45pm,ENGR21519,2024-04-02 00:00:00,1,Chemical Engineering - CH E
SPRING 2024,CH E 140A,CHEM REACTION ENGR,CHRISTOPHER P,M W,8:00 am - 9:15 am,ENGR21519,2024-04-02 00:00:00,1,Chemical Engineering - CH E
SPRING 2024,CH E 160,INTRO POLYMER SCI,SEGALMAN R A,M W,2:00pm - 3:15pm,ENGR21519,2024-04-02 00:00:00,1,Chemical Engineering - CH E
SPRING 2024,CH E 166,MECHATRONICS & INST,GORDON M J,T R,3:30pm - 4:45pm,ENGR21519,2024-04-02 00:00:00,1,Chemical Engineering - CH E
SPRING 2024,CH E 173,OMICS IN BIOTECH,O'MALLEY M A,T R,11:00am - 12:15pm,ENGR21519,2024-04-02 00:00:00,1,Chemical Engineering - CH E
SPRING 2024,CH E 174,BIOLOGICAL SYSTEMS,MUKHERJEE ARN,M W,12:30pm - 1:45pm,PHELP1444,2024-04-02 00:00:00,1,Chemical Engineering - CH E
SPRING 2024,CH E 180A,CHEM ENGINEER LAB,CHADA J P,T,1:00pm - 4:50pm,ENGR21165,2024-04-02 00:00:00,1,Chemical Engineering - CH E
SPRING 2024,CH E 180A,CHEM ENGINEER LAB,CHADA J P,W,1:00pm - 4:50pm,ENGR21165,2024-04-02 00:00:00,1,Chemical Engineering - CH E
SPRING 2024,CH E 184B,DESIGN CHEM PROCESS,"DOHERTY M F, MCFARLAND E W",T R,2:00pm - 3:15pm,ENGR21519,2024-04-02 00:00:00,1,Chemical Engineering - CH E
SPRING 2024,CH E 196,UNDERGRAD RESEARCH,T B A,,,T B A,2024-04-02 00:00:00,1,Chemical Engineering - CH E
SPRING 2024,CHEM CS 11C,CCS GEN CHEM,T B A,T R,2:00pm - 3:15pm,HSSB 2251,2024-04-02 00:00:00,1,Chemistry (Creative Studies) - CHEM CS
SPRING 2024,CHEM 1A,GEN CHEM,JOSEPH C A,M W F,12:00pm - 12:50pm,CHEM 1179,2024-04-02 00:00:00,1,Chemistry and Biochemistry - CHEM
SPRING 2024,CHEM 1A,GEN CHEM,T B A,M W F,9:00 am - 9:50 am,CHEM 1171,2024-04-02 00:00:00,1,Chemistry and Biochemistry - CHEM
SPRING 2024,CHEM 1AL,GEN CHEMISTRY LAB,"GODINHO G S, BERNT C M",T,8:00 am - 10:30am,PSB-N2637,2024-04-02 00:00:00,1,Chemistry and Biochemistry - CHEM
SPRING 2024,CHEM 1AL,GEN CHEMISTRY LAB,"MAMO K T, BERNT C M",T,11:00am - 1:30pm,PSB-N2637,2024-04-02 00:00:00,1,Chemistry and Biochemistry - CHEM
SPRING 2024,CHEM 1AL,GEN CHEMISTRY LAB,BERNT C M,T,2:00pm - 4:30pm,PSB-N2637,2024-04-02 00:00:00,1,Chemistry and Biochemistry - CHEM
SPRING 2024,CHEM 1AL,GEN CHEMISTRY LAB,"GODINHO G S, BERNT C M",W,8:00 am - 10:30am,PSB-N2637,2024-04-02 00:00:00,1,Chemistry and Biochemistry - CHEM
SPRING 2024,CHEM 1AL,GEN CHEMISTRY LAB,BERNT C M,W,11:00am - 1:30pm,PSB-N2637,2024-04-02 00:00:00,1,Chemistry and Biochemistry - CHEM
SPRING 2024,CHEM 1AL,GEN CHEMISTRY LAB,"MAMO K T, BERNT C M",W,2:00pm - 4:30pm,PSB-N2637,2024-04-02 00:00:00,1,Chemistry and Biochemistry - CHEM
SPRING 2024,CHEM 1AL,GEN CHEMISTRY LAB,"GODINHO G S, BERNT C M",R,8:00 am - 10:30am,PSB-N2637,2024-04-02 00:00:00,1,Chemistry and Biochemistry - CHEM
SPRING 2024,CHEM 1AL,GEN CHEMISTRY LAB,"MAMO K T, BERNT C M",R,11:00am - 1:30pm,PSB-N2637,2024-04-02 00:00:00,1,Chemistry and Biochemistry - CHEM
SPRING 2024,CHEM 1AL,GEN CHEMISTRY LAB,BERNT C M,R,2:00pm - 4:30pm,PSB-N2637,2024-04-02 00:00:00,1,Chemistry and Biochemistry - CHEM
SPRING 2024,CHEM 1B,GENERAL CHEMISTRY,JOSEPH C A,M W F,11:00am - 11:50am,CHEM 1179,2024-04-02 00:00:00,1,Chemistry and Biochemistry - CHEM
SPRING 2024,CHEM 1B,GENERAL CHEMISTRY,PRICE S P,M W F,2:00pm - 2:50pm,ILP 1203,2024-04-02 00:00:00,1,Chemistry and Biochemistry - CHEM
SPRING 2024,CHEM 1B,GENERAL CHEMISTRY,PRICE S P,M W F,3:00pm - 3:50pm,ILP 1203,2024-04-02 00:00:00,1,Chemistry and Biochemistry - CHEM
SPRING 2024,CHEM 1BL,GEN CHEMISTRY LAB,"MOYA E C, SVADLENAK N D",M,5:30pm - 9:20pm,PSB-N2637,2024-04-02 00:00:00,1,Chemistry and Biochemistry - CHEM
SPRING 2024,CHEM 1BL,GEN CHEMISTRY LAB,"TANG T, SVADLENAK N D",M,5:30pm - 9:20pm,PSB-N2653,2024-04-02 00:00:00,1,Chemistry and Biochemistry - CHEM
SPRING 2024,CHEM 1BL,GEN CHEMISTRY LAB,"AKBULUT E S, SVADLENAK N D",T,8:00 am - 11:50am,PSB-N2653,2024-04-02 00:00:00,1,Chemistry and Biochemistry - CHEM
SPRING 2024,CHEM 1BL,GEN CHEMISTRY LAB,"GUHA A, SVADLENAK N D",T,1:00pm - 4:50pm,PSB-N2638,2024-04-02 00:00:00,1,Chemistry and Biochemistry - CHEM
SPRING 2024,CHEM 1BL,GEN CHEMISTRY LAB,"HOOPER M D, SVADLENAK N D",T,1:00pm - 4:50pm,PSB-N2653,2024-04-02 00:00:00,1,Chemistry and Biochemistry - CHEM
SPRING 2024,CHEM 1BL,GEN CHEMISTRY LAB,"TIAN H, SVADLENAK N D",T,5:30pm - 9:20pm,PSB-N2637,2024-04-02 00:00:00,1,Chemistry and Biochemistry - CHEM
SPRING 2024,CHEM 1BL,GEN CHEMISTRY LAB,"KIM B M, SVADLENAK N D",T,5:30pm - 9:20pm,PSB-N2653,2024-04-02 00:00:00,1,Chemistry and Biochemistry - CHEM
SPRING 2024,CHEM 1BL,GEN CHEMISTRY LAB,"BAKESTANI R, SVADLENAK N D",W,8:00 am - 11:50am,PSB-N2638,2024-04-02 00:00:00,1,Chemistry and Biochemistry - CHEM
SPRING 2024,CHEM 1BL,GEN CHEMISTRY LAB,"L'HEUREUX S J, SVADLENAK N D",W,8:00 am - 11:50am,PSB-N2653,2024-04-02 00:00:00,1,Chemistry and Biochemistry - CHEM
SPRING 2024,CHEM 1BL,GEN CHEMISTRY LAB,"AKBULUT E S, SVADLENAK N D",W,8:00 am - 11:50am,PSB-N2654,2024-04-02 00:00:00,1,Chemistry and Biochemistry - CHEM
SPRING 2024,CHEM 1BL,GEN CHEMISTRY LAB,"GUHA A, SVADLENAK N D",W,1:00pm - 4:50pm,PSB-N2653,2024-04-02 00:00:00,1,Chemistry and Biochemistry - CHEM
SPRING 2024,CHEM 1BL,GEN CHEMISTRY LAB,"MOYA E C, SVADLENAK N D",W,5:30pm - 9:20pm,PSB-N2637,2024-04-02 00:00:00,1,Chemistry and Biochemistry - CHEM
SPRING 2024,CHEM 1BL,GEN CHEMISTRY LAB,"TANG T, SVADLENAK N D",W,5:30pm - 9:20pm,PSB-N2653,2024-04-02 00:00:00,1,Chemistry and Biochemistry - CHEM
SPRING 2024,CHEM 1BL,GEN CHEMISTRY LAB,"HOOPER M D, SVADLENAK N D",R,1:00pm - 4:50pm,PSB-N2653,2024-04-02 00:00:00,1,Chemistry and Biochemistry - CHEM
SPRING 2024,CHEM 1BL,GEN CHEMISTRY LAB,"TIAN H, SVADLENAK N D",R,5:30pm - 9:20pm,PSB-N2637,2024-04-02 00:00:00,1,Chemistry and Biochemistry - CHEM
SPRING 2024,CHEM 1BL,GEN CHEMISTRY LAB,"KIM B M, SVADLENAK N D",R,5:30pm - 9:20pm,PSB-N2653,2024-04-02 00:00:00,1,Chemistry and Biochemistry - CHEM
SPRING 2024,CHEM 1BL,GEN CHEMISTRY LAB,"BAKESTANI R, SVADLENAK N D",F,8:00 am - 11:50am,PSB-N2637,2024-04-02 00:00:00,1,Chemistry and Biochemistry - CHEM
SPRING 2024,CHEM 1BL,GEN CHEMISTRY LAB,"L'HEUREUX S J, SVADLENAK N D",F,8:00 am - 11:50am,PSB-N2653,2024-04-02 00:00:00,1,Chemistry and Biochemistry - CHEM
SPRING 2024,CHEM 1C,GEN CHEM,FELDWINN D L,M W F,8:00 am - 8:50 am,CHEM 1179,2024-04-02 00:00:00,1,Chemistry and Biochemistry - CHEM
SPRING 2024,CHEM 1C,GEN CHEM,SYLVESTER B M,M W F,10:00am - 10:50am,ILP 1203,2024-04-02 00:00:00,1,Chemistry and Biochemistry - CHEM
SPRING 2024,CHEM 1C,GEN CHEM,SYLVESTER B M,M W F,11:00am - 11:50am,ILP 1203,2024-04-02 00:00:00,1,Chemistry and Biochemistry - CHEM
SPRING 2024,CHEM 1CL,GEN CHEMISTRY LAB,"BASHIR M, BERNT C M",M,1:00pm - 4:50pm,PSB-N2637,2024-04-02 00:00:00,1,Chemistry and Biochemistry - CHEM
SPRING 2024,CHEM 1CL,GEN CHEMISTRY LAB,"XI W, BERNT C M",M,1:00pm - 4:50pm,PSB-N2638,2024-04-02 00:00:00,1,Chemistry and Biochemistry - CHEM
SPRING 2024,CHEM 1CL,GEN CHEMISTRY LAB,"TIETJE-MCKINN, BERNT C M",M,1:00pm - 4:50pm,PSB-N2653,2024-04-02 00:00:00,1,Chemistry and Biochemistry - CHEM
SPRING 2024,CHEM 1CL,GEN CHEMISTRY LAB,"KYRANOS A, BERNT C M",M,1:00pm - 4:50pm,PSB-N2654,2024-04-02 00:00:00,1,Chemistry and Biochemistry - CHEM
SPRING 2024,CHEM 1CL,GEN CHEMISTRY LAB,"LAMMERT R M, HOPPER J T, BERNT C M",M,1:00pm - 4:50pm,PSB-N2664,2024-04-02 00:00:00,1,Chemistry and Biochemistry - CHEM
SPRING 2024,CHEM 1CL,GEN CHEMISTRY LAB,"JONES B J, ROHRER J M, BERNT C M",M,1:00pm - 4:50pm,PSB-N2666,2024-04-02 00:00:00,1,Chemistry and Biochemistry - CHEM
