group_course_quarter,group_course_name,group_course_title,group_course_professor,group_course_days,group_course_time,group_course_location,created_on,is_active,group_course_subject_area
SPRING 2024,HIST 193MA,THE ATLANTIC WORLD,MOORE K A,M W,2:00pm - 3:15pm,PHELP1160,2024-04-02 00:00:00,1,History - HIST
SPRING 2024,HIST 193P,HISTPERSUASION,RAPPAPORT E D,T R,11:00am - 12:15pm,ILP 1203,2024-04-02 00:00:00,1,History - HIST
SPRING 2024,HIST 195IB,SR THESIS PUB POL,T B A,,,T B A,2024-04-02 00:00:00,1,History - HIST
SPRING 2024,HIST 199RA,INDEP RESEARCH ASST,T B A,,,T B A,2024-04-02 00:00:00,1,History - HIST
SPRING 2024,INT 84AG,INTRO HONS SEMINAR,BERMUDEZ S,W,2:00pm - 3:50pm,HSSB 1214,2024-04-02 00:00:00,1,Interdisciplinary - INT
SPRING 2024,INT 84AT,INTRO HONS SEMINAR,BIBILASHVILI,W,5:00pm - 6:50pm,ILP 3207,2024-04-02 00:00:00,1,Interdisciplinary - INT
SPRING 2024,INT 84BC,YOGA THRY CLTR PRCT,STRONGMAN R D,T F,2:00pm - 3:50pm,GIRV 2128,2024-04-02 00:00:00,1,Interdisciplinary - INT
SPRING 2024,INT 84BG,INTRO HONS SEMINAR,JAYICH A M,F,9:00 am - 10:50am,BRDA 3324,2024-04-02 00:00:00,1,Interdisciplinary - INT
SPRING 2024,INT 84BL,INTRO HONS SEMINAR,MAJEDI M,M,4:00pm - 5:50pm,HSSB 4201,2024-04-02 00:00:00,1,Interdisciplinary - INT
SPRING 2024,INT 84BR,INTRO HONS SEMINAR,KESSLER K E,M W,1:00pm - 2:50pm,SH 3605,2024-04-02 00:00:00,1,Interdisciplinary - INT
SPRING 2024,INT 84BT,INTRO HONS SEMINAR,FYGENSON D K,F,10:00am - 11:50am,BRDA 3324,2024-04-02 00:00:00,1,Interdisciplinary - INT
SPRING 2024,INT 84ZA,INTRO HONS SEMINAR,CLARK J,F,1:00pm - 1:50pm,GIRV 2135,2024-04-02 00:00:00,1,Interdisciplinary - INT
SPRING 2024,INT 84ZB,SEA LEVEL RISE,SIMMS A R,M,4:00pm - 4:50pm,GIRV 2110,2024-04-02 00:00:00,1,Interdisciplinary - INT
SPRING 2024,INT 84ZG,INTRO HONS SEMINAR,BRUHN K,R,10:00am - 11:50am,HSSB 1227,2024-04-02 00:00:00,1,Interdisciplinary - INT
SPRING 2024,INT 84ZI,INTRO HONS SEMINAR,CHATTOPADHYAY,W,1:00pm - 2:50pm,ARTS 1245,2024-04-02 00:00:00,1,Interdisciplinary - INT
SPRING 2024,INT 84ZL,SOCIAL INNOVATION,ROGERS P M,T,9:00 am - 10:50am,HSSB 1210,2024-04-02 00:00:00,1,Interdisciplinary - INT
SPRING 2024,INT 84ZP,INTRO HONS SEMINAR,KESSLER K E,T R,10:00am - 11:50am,SH 3605,2024-04-02 00:00:00,1,Interdisciplinary - INT
SPRING 2024,INT 86EI,SCITREK,WOODS V E,R,3:00pm - 3:50pm,ILP 3310,2024-04-02 00:00:00,1,Interdisciplinary - INT
SPRING 2024,INT 86GG,IDENTITY & ART,FULBECK L K,T,10:00am - 11:50am,ARTS 1237,2024-04-02 00:00:00,1,Interdisciplinary - INT
SPRING 2024,INT 86HI,FRST YR EXP SEMINAR,GRUE M N,W,12:00pm - 12:50pm,CRST 136,2024-04-02 00:00:00,1,Interdisciplinary - INT
SPRING 2024,INT 86TN,FRST YR EXP SEMINAR,LUBIN P,R,5:00pm - 5:50pm,BRDA 3302,2024-04-02 00:00:00,1,Interdisciplinary - INT
SPRING 2024,INT 86VC,FRST YR EXP SEMINAR,WATTS A A,F,10:00am - 10:50am,SSMS 1007,2024-04-02 00:00:00,1,Interdisciplinary - INT
SPRING 2024,INT 86VV,FRST YR EXP SEMINAR,LEE W A,T,2:00pm - 2:50pm,HSSB 1210,2024-04-02 00:00:00,1,Interdisciplinary - INT
SPRING 2024,INT 86WC,FRST YR EXP SEMINAR,HUK P M,W,11:00am - 11:50am,SH 1432,2024-04-02 00:00:00,1,Interdisciplinary - INT
SPRING 2024,INT 86WE,FRST YR EXP SEMINAR,SQUIRES T M,M,10:00am - 11:50am,570 1200,2024-04-02 00:00:00,1,Interdisciplinary - INT
SPRING 2024,INT 86WE,FRST YR EXP SEMINAR,SQUIRES T M,M,1:00pm - 2:50pm,570 1200,2024-04-02 00:00:00,1,Interdisciplinary - INT
SPRING 2024,INT 87AC,LOVE & DESIRE,"BERMUDEZ S, CORTIJO A",T,2:00pm - 3:50pm,NH 1109,2024-04-02 00:00:00,1,Interdisciplinary - INT
SPRING 2024,INT 87AN,FRST YR DSC/LNK SEM,"GRAY S M, HILTNER K C",F,9:00 am - 10:50am,GIRV 1115,2024-04-02 00:00:00,1,Interdisciplinary - INT
SPRING 2024,INT 87AX,CAMPUS ARTS & CLTRS,"YASUDA K, GLOVER Y H",R,5:00pm - 6:50pm,ARTS 0641,2024-04-02 00:00:00,1,Interdisciplinary - INT
SPRING 2024,INT CS 120,ADV GRP INT STUDIES,TETTEGAH S Y,R,1:00pm - 3:20pm,CRST 136,2024-04-02 00:00:00,1,Interdisciplinary - INT
SPRING 2024,INT 125,UNIV. LEARNING,"SAFRONOVA M, WOODS V E",M,2:00pm - 3:50pm,GIRV 1119,2024-04-02 00:00:00,1,Interdisciplinary - INT
SPRING 2024,INT 125,UNIV. LEARNING,SAFRONOVA M,T,4:00pm - 5:50pm,GIRV 1119,2024-04-02 00:00:00,1,Interdisciplinary - INT
SPRING 2024,INT 176,INTRO CLINICAL MED,MILLER M B,W,5:00pm - 6:50pm,ILP 1101,2024-04-02 00:00:00,1,Interdisciplinary - INT
SPRING 2024,INT 176LA,UCLA HEALTH SHADOW,MILLER M B,,,T B A,2024-04-02 00:00:00,1,Interdisciplinary - INT
SPRING 2024,INT 184PD,HONORS SEMINAR,DOUGLAS P L,,,T B A,2024-04-02 00:00:00,1,Interdisciplinary - INT
SPRING 2024,INT 185ST,WORD MAGAZINE,JENSEN A K,F,9:00 am - 10:50am,TD-W 2600,2024-04-02 00:00:00,1,Interdisciplinary - INT
SPRING 2024,INT 186AH,TRNSFR EXP SEMINARS,WALKER F M,W,12:00pm - 12:50pm,HSSB 1228,2024-04-02 00:00:00,1,Interdisciplinary - INT
SPRING 2024,INT 186AY,TRNSFR EXP SEMINARS,JAMIESON A E,W,8:00 am - 8:50 am,RECEN2103,2024-04-02 00:00:00,1,Interdisciplinary - INT
SPRING 2024,INT 187AB,TRNSFR DSC/LNK SEM,"BOWMAN I K, WESTMACOTT B",M,3:00pm - 4:50pm,GIRV 2128,2024-04-02 00:00:00,1,Interdisciplinary - INT
SPRING 2024,INT 187AI,TRNSFR DSC/LNK SEM,"MCHUGH P, BOULEY B A",R,10:00am - 11:50am,HSSB 4020,2024-04-02 00:00:00,1,Interdisciplinary - INT
SPRING 2024,INT 190MA,JUNIOR SEM/MCNAIR,CHAVEZ-GARCIA,F,12:00pm - 1:00pm,GIRV 2135,2024-04-02 00:00:00,1,Interdisciplinary - INT
SPRING 2024,INT 190MB,SENIOR SEM/MCNAIR,CHAVEZ-GARCIA,M,5:00pm - 6:00pm,GIRV 1106,2024-04-02 00:00:00,1,Interdisciplinary - INT
SPRING 2024,INT 191I,ACAD AFFRS INTRNSHP,ADLER-KASSNER,T,1:00pm - 2:50pm,ILP 4205,2024-04-02 00:00:00,1,Interdisciplinary - INT
SPRING 2024,INT 199DC,WASH CTR INDEP RES,RAMBELLI F,,,T B A,2024-04-02 00:00:00,1,Interdisciplinary - INT
SPRING 2024,INT 199DC,WASH CTR INDEP RES,RAMBELLI F,,,T B A,2024-04-02 00:00:00,1,Interdisciplinary - INT
SPRING 2024,INT 199H,HONORS INDEP STUD,BLAIN S M,,,T B A,2024-04-02 00:00:00,1,Interdisciplinary - INT
SPRING 2024,INT CS 120,ADV GRP INT STUDIES,T B A,R,1:00pm - 3:20pm,CRST 136,2024-04-02 00:00:00,1,Interdisciplinary (Creative Studies) - INT  CS
SPRING 2024,ITAL 1,ELEMENTARY ITALIAN,CRICKETTE M E,MTWR,10:00am - 10:50am,ILP 3107,2024-04-02 00:00:00,1,Italian - ITAL
SPRING 2024,ITAL 1,ELEMENTARY ITALIAN,DAHL SARNELLI,MTWR,11:00am - 11:50am,ILP 3107,2024-04-02 00:00:00,1,Italian - ITAL
SPRING 2024,ITAL 1,ELEMENTARY ITALIAN,BORROMEO C,MTWR,1:00pm - 1:50pm,ILP 4207,2024-04-02 00:00:00,1,Italian - ITAL
SPRING 2024,ITAL 1,ELEMENTARY ITALIAN,FIORINA C P,MTWR,10:00am - 10:50am,PHELP1448,2024-04-02 00:00:00,1,Italian - ITAL
SPRING 2024,ITAL 2,ELEMENTARY ITALIAN,DE SIMONE T,MTWR,10:00am - 10:50am,ILP 3105,2024-04-02 00:00:00,1,Italian - ITAL
SPRING 2024,ITAL 2,ELEMENTARY ITALIAN,DE SIMONE T,MTWR,11:00am - 11:50am,ILP 3105,2024-04-02 00:00:00,1,Italian - ITAL
SPRING 2024,ITAL 2HY,ELEM ITAL 2 HYBRID,CRICKETTE M E,M W,12:30pm - 1:45pm,GIRV 2116,2024-04-02 00:00:00,1,Italian - ITAL
SPRING 2024,ITAL 3,ELEMENTARY ITALIAN,FIORINA C P,MTWR,10:00am - 10:50am,PHELP1448,2024-04-02 00:00:00,1,Italian - ITAL
SPRING 2024,ITAL 3,ELEMENTARY ITALIAN,DE SIMONE T,MTWR,1:00pm - 1:50pm,PHELP1508,2024-04-02 00:00:00,1,Italian - ITAL
SPRING 2024,ITAL 3,ELEMENTARY ITALIAN,BORROMEO C,MTWR,11:00am - 11:50am,ILP 3314,2024-04-02 00:00:00,1,Italian - ITAL
SPRING 2024,ITAL 6,INTERMED ITALIAN,PADULA V,MTWR,2:00pm - 2:50pm,PHELP5309,2024-04-02 00:00:00,1,Italian - ITAL
SPRING 2024,ITAL 16B,ITAL 16B,PADULA V,MTWR,1:00pm - 1:50pm,NH 1109,2024-04-02 00:00:00,1,Italian - ITAL
SPRING 2024,ITAL 20X,ITALIAN CULTURE,FOGU C,M W,2:00pm - 3:15pm,NH 1006,2024-04-02 00:00:00,1,Italian - ITAL
SPRING 2024,ITAL 104,ADV COMM: BUSINESS,FIORINA C P,T R,11:00am - 12:15pm,ILP 3211,2024-04-02 00:00:00,1,Italian - ITAL
SPRING 2024,ITAL 109,ADV CONVERSATION,DAHL SARNELLI,M W,12:30pm - 1:45pm,PHELP5312,2024-04-02 00:00:00,1,Italian - ITAL
SPRING 2024,ITAL 114X,DANTE DIVINE COMEDY,TURSI G,T R,3:30pm - 4:45pm,BIOEN1001,2024-04-02 00:00:00,1,Italian - ITAL
SPRING 2024,ITAL 145AX,GENDER & SEXUALITY,DAHL SARNELLI,T R,2:00pm - 3:15pm,GIRV 2115,2024-04-02 00:00:00,1,Italian - ITAL
SPRING 2024,ITAL 195H,HONORS INDEPEN STDS,T B A,,,T B A,2024-04-02 00:00:00,1,Italian - ITAL
SPRING 2024,ITAL 199RA,INDEPENDEN RESEARCH,T B A,,,T B A,2024-04-02 00:00:00,1,Italian - ITAL
SPRING 2024,JAPAN 3,FIRST YR JAPANESE 3,CANTRELL A M,MTWRF,9:00 am - 9:50 am,GIRV 2112,2024-04-02 00:00:00,1,Japanese - JAPAN
SPRING 2024,JAPAN 3,FIRST YR JAPANESE 3,CANTRELL A M,MTWRF,10:00am - 10:50am,GIRV 2112,2024-04-02 00:00:00,1,Japanese - JAPAN
SPRING 2024,JAPAN 3,FIRST YR JAPANESE 3,PIERCE K T,MTWRF,12:00pm - 12:50pm,GIRV 2120,2024-04-02 00:00:00,1,Japanese - JAPAN
SPRING 2024,JAPAN 3,FIRST YR JAPANESE 3,PIERCE K T,MTWRF,1:00pm - 1:50pm,ARTS 1356,2024-04-02 00:00:00,1,Japanese - JAPAN
SPRING 2024,JAPAN 6,SECND YR JAPANESE,TSUCHIYA Y,MTWRF,10:00am - 10:50am,GIRV 2115,2024-04-02 00:00:00,1,Japanese - JAPAN
SPRING 2024,JAPAN 6,SECND YR JAPANESE,TSUCHIYA Y,MTWRF,11:00am - 11:50am,GIRV 2115,2024-04-02 00:00:00,1,Japanese - JAPAN
SPRING 2024,JAPAN 6,SECND YR JAPANESE,YAMAUCHI Y,MTWRF,1:00pm - 1:50pm,ILP 4211,2024-04-02 00:00:00,1,Japanese - JAPAN
SPRING 2024,JAPAN 99,IND STUDY JAPANESE,T B A,,,T B A,2024-04-02 00:00:00,1,Japanese - JAPAN
SPRING 2024,JAPAN 99RA,INDEP RESEARCH ASST,T B A,,,T B A,2024-04-02 00:00:00,1,Japanese - JAPAN
SPRING 2024,JAPAN 120C,THIRD-YEAR JAPANESE,YAMAUCHI Y,MTWR,11:00am - 11:50am,ILP 4103,2024-04-02 00:00:00,1,Japanese - JAPAN
SPRING 2024,JAPAN 165,POP CULTURE JAPAN,HARRIS S D,T R,3:30pm - 4:45pm,GIRV 2115,2024-04-02 00:00:00,1,Japanese - JAPAN
SPRING 2024,JAPAN 180TV,JPN TV: HIST GENRE,FINLAY M M,T R,9:30 am - 10:45am,GIRV 2129,2024-04-02 00:00:00,1,Japanese - JAPAN
SPRING 2024,JAPAN 199RA,INDEP RESEARCH ASST,T B A,,,T B A,2024-04-02 00:00:00,1,Japanese - JAPAN
SPRING 2024,KOR 3,FIRST YEAR KOR 3,LEE W A,MTWRF,10:00am - 10:50am,PHELP1440,2024-04-02 00:00:00,1,Korean - KOR
SPRING 2024,KOR 6,SECOND YEAR KOR 6,LEE W A,MTWRF,11:00am - 11:50am,PHELP1440,2024-04-02 00:00:00,1,Korean - KOR
SPRING 2024,LATIN 3,INTERMEDIATE LATIN,DUTSCH D,MTWR,10:00am - 10:50am,ILP 4101,2024-04-02 00:00:00,1,Latin - LATIN
SPRING 2024,LATIN 102,READINGS LATIN LIT,MORSTEIN-MARX,M W F,10:00am - 10:50am,HSSB 4080,2024-04-02 00:00:00,1,Latin - LATIN
SPRING 2024,LATIN 120,SALLUST,MORSTEIN-MARX,M W,12:30pm - 1:45pm,HSSB 4065,2024-04-02 00:00:00,1,Latin - LATIN
SPRING 2024,LAIS 10,INTRO TO LAIS WORLD,BERMUDEZ S,T R,9:30 am - 10:45am,ARTS 1349,2024-04-02 00:00:00,1,Latin American and Iberian Studies - LAIS
SPRING 2024,LAIS 127,GASTRONOMY,GONZALES-SMIT,T R,3:30pm - 4:45pm,PHELP2524,2024-04-02 00:00:00,1,Latin American and Iberian Studies - LAIS
SPRING 2024,LAIS 156A,HISTORY OF MEXICO,COBO BETANCOU,W F,3:30pm - 4:45pm,GIRV 1112,2024-04-02 00:00:00,1,Latin American and Iberian Studies - LAIS
SPRING 2024,LAIS 165,ANDEAN LIT & CULTUR,GONZALES-SMIT,W,5:00pm - 7:50pm,ILP 3205,2024-04-02 00:00:00,1,Latin American and Iberian Studies - LAIS
SPRING 2024,LAIS 195A,SENIOR HONRS THESIS,T B A,,,T B A,2024-04-02 00:00:00,1,Latin American and Iberian Studies - LAIS
SPRING 2024,LAIS 195B,SENIOR HONRS THESIS,T B A,,,T B A,2024-04-02 00:00:00,1,Latin American and Iberian Studies - LAIS
SPRING 2024,LING 3B,AC ENGL,KROKHMAL A,M W,2:00pm - 3:50pm,GIRV 1108,2024-04-02 00:00:00,1,Linguistics - LING
SPRING 2024,LING 3C,AC ENGL,KROKHMAL A,M W,12:00pm - 1:50pm,GIRV 1108,2024-04-02 00:00:00,1,Linguistics - LING
SPRING 2024,LING 3C,AC ENGL,TSAI D,T R,3:00pm - 4:50pm,GIRV 1108,2024-04-02 00:00:00,1,Linguistics - LING
SPRING 2024,LING 3C,AC ENGL,WEBB M T,T R,8:00 am - 9:50 am,HSSB 1206,2024-04-02 00:00:00,1,Linguistics - LING
SPRING 2024,LING W 3C,AC ENGL,TSAI D,,,ON ASYNC,2024-04-02 00:00:00,1,Linguistics - LING
SPRING 2024,LING W 3C,AC ENGL,SMALL A L,,,ON ASYNC,2024-04-02 00:00:00,1,Linguistics - LING
SPRING 2024,LING W 3C,AC ENGL,LASHMET A J,,,ON ASYNC,2024-04-02 00:00:00,1,Linguistics - LING
SPRING 2024,LING 3G,ADV GRAD WRITING,BOWMAN I K,T R,3:30pm - 4:45pm,HSSB 1207,2024-04-02 00:00:00,1,Linguistics - LING
SPRING 2024,LING 4,INDIV & GRP INSTRUC,RIGHTMIRE S R,,,T B A,2024-04-02 00:00:00,1,Linguistics - LING
SPRING 2024,LING 12,UNIV WRIT FOR MLING,BAKER A D,T R,9:00 am - 10:50am,SSMS 1007,2024-04-02 00:00:00,1,Linguistics - LING
SPRING 2024,LING 12,UNIV WRIT FOR MLING,BAKER A D,T R,11:00am - 12:50pm,SSMS 1007,2024-04-02 00:00:00,1,Linguistics - LING
SPRING 2024,LING 12,UNIV WRIT FOR MLING,WESTMACOTT B,M W,11:00am - 12:50pm,HSSB 1207,2024-04-02 00:00:00,1,Linguistics - LING
SPRING 2024,LING 12,UNIV WRIT FOR MLING,WESTMACOTT B,M W,1:00pm - 2:50pm,HSSB 1207,2024-04-02 00:00:00,1,Linguistics - LING
SPRING 2024,LING W 12,UNIV WRIT FOR MLING,NICOLAESCU A,,,ON ASYNC,2024-04-02 00:00:00,1,Linguistics - LING
SPRING 2024,LING W 12,UNIV WRIT FOR MLING,NICOLAESCU A,,,ON ASYNC,2024-04-02 00:00:00,1,Linguistics - LING
SPRING 2024,LING W 12,UNIV WRIT FOR MLING,CORONA K D,,,ON ASYNC,2024-04-02 00:00:00,1,Linguistics - LING
SPRING 2024,LING W 12,UNIV WRIT FOR MLING,CORONA K D,,,ON ASYNC,2024-04-02 00:00:00,1,Linguistics - LING
SPRING 2024,LING 14,VOCAB/GRAM WRITING,CHAU T C,T R,3:30pm - 4:45pm,HSSB 2251,2024-04-02 00:00:00,1,Linguistics - LING
SPRING 2024,LING 15,LANG IN LIFE,KENNEDY R A,T R,9:30 am - 10:45am,CHEM 1179,2024-04-02 00:00:00,1,Linguistics - LING
SPRING 2024,LING 80,ENDANGERED LGS,PEREZ GONZALE,M F,3:30pm - 4:45pm,HSSB 1173,2024-04-02 00:00:00,1,Linguistics - LING
SPRING 2024,LING 105,PREDICTIVE MODELING,GRIES S T,T,4:00pm - 6:20pm,SH 1431,2024-04-02 00:00:00,1,Linguistics - LING
SPRING 2024,LING 108,INTRO TO MORPHOLOGY,MITHUN M,T R,11:00am - 12:15pm,PHELP2516,2024-04-02 00:00:00,1,Linguistics - LING
SPRING 2024,LING 115,HIST-COMP LING,GORDON M K,T R,9:30 am - 10:45am,PHELP2516,2024-04-02 00:00:00,1,Linguistics - LING
SPRING 2024,LING 127,PSYCH OF LANGUAGE,BREHM L E,M W,12:30pm - 1:45pm,NH 1006,2024-04-02 00:00:00,1,Linguistics - LING
SPRING 2024,LING 140,ENGL GRAM FOR TCHRS,KESSLER K E,W,9:00 am - 11:50am,GIRV 2128,2024-04-02 00:00:00,1,Linguistics - LING
SPRING 2024,LING 146,AUDPHON,BARNWELL B B,M W,6:30pm - 7:45pm,PHELP1425,2024-04-02 00:00:00,1,Linguistics - LING
SPRING 2024,LING 147CS,INTRO TO CSD,T B A,T,4:00pm - 6:50pm,SH 3605,2024-04-02 00:00:00,1,Linguistics - LING
SPRING 2024,LING 148AA,ON-SITE INTRO TESOL,WEBB M T,R,11:00am - 11:50am,SH 3519,2024-04-02 00:00:00,1,Linguistics - LING
SPRING 2024,LING 149,INTERCULT COMM,BELMAR VIERNE,M F,3:30pm - 4:45pm,IV THEA2,2024-04-02 00:00:00,1,Linguistics - LING
SPRING 2024,LING 193,CAPSTONE SEM,BUCHOLTZ M H,F,1:00pm - 2:15pm,SH 3605,2024-04-02 00:00:00,1,Linguistics - LING
SPRING 2024,LING 195A,HONORS THESIS,T B A,,,T B A,2024-04-02 00:00:00,1,Linguistics - LING
SPRING 2024,LING 195B,HONORS THESIS,T B A,,,T B A,2024-04-02 00:00:00,1,Linguistics - LING
SPRING 2024,LING 195C,HONORS THESIS,T B A,,,T B A,2024-04-02 00:00:00,1,Linguistics - LING
SPRING 2024,MATRL 100C,FUND OF STRUC EVOL,RENUKA BALAKR,T R,11:00am - 12:15pm,PHELP1417,2024-04-02 00:00:00,1,Materials - MATRL
SPRING 2024,MATRL 160,INTRO POLYMER SCI,SEGALMAN R A,M W,2:00pm - 3:15pm,ENGR21519,2024-04-02 00:00:00,1,Materials - MATRL
SPRING 2024,MATRL 186B,ADDITIVE MANUFACT,OROPEZA D,T R,2:00pm - 3:15pm,ENGR21335,2024-04-02 00:00:00,1,Materials - MATRL
SPRING 2024,MATH 3A,CALC WITH APPLI 1,YAN Z X,M W F,12:00pm - 12:50pm,BUCHN1910,2024-04-02 00:00:00,1,Mathematics - MATH
SPRING 2024,MATH 3B,CALC WITH APPLI 2,YE R,T R,12:30pm - 1:45pm,GIRV 1004,2024-04-02 00:00:00,1,Mathematics - MATH
SPRING 2024,MATH 4A,LIN ALG W/APPS,MORRISON D R,M W F,1:00pm - 1:50pm,BUCHN1910,2024-04-02 00:00:00,1,Mathematics - MATH
SPRING 2024,MATH 4A,LIN ALG W/APPS,ALONSO RODRIG,T R,12:30pm - 1:45pm,CHEM 1171,2024-04-02 00:00:00,1,Mathematics - MATH
SPRING 2024,MATH 4B,DIFF EQUATIONS,ZHANG Q,M W F,10:00am - 10:50am,BRDA 1610,2024-04-02 00:00:00,1,Mathematics - MATH
SPRING 2024,MATH 4B,DIFF EQUATIONS,CHO G,M W F,9:00 am - 9:50 am,LSB 1001,2024-04-02 00:00:00,1,Mathematics - MATH
SPRING 2024,MATH 4B,DIFF EQUATIONS,TIAN W,T R,2:00pm - 3:15pm,LSB 1001,2024-04-02 00:00:00,1,Mathematics - MATH
SPRING 2024,MATH 6A,VECTOR CALCULUS 1,YAN Z X,M W F,9:00 am - 9:50 am,TD-W 1701,2024-04-02 00:00:00,1,Mathematics - MATH
SPRING 2024,MATH 6A,VECTOR CALCULUS 1,GAMBHEERA ARA,T R,2:00pm - 3:15pm,TD-W 1701,2024-04-02 00:00:00,1,Mathematics - MATH
SPRING 2024,MATH 6A,VECTOR CALCULUS 1,SCHLEY N B,T R,11:00am - 12:15pm,LSB 1001,2024-04-02 00:00:00,1,Mathematics - MATH
SPRING 2024,MATH 6B,VECTOR CALCULUS 2,SCHLEY N B,T R,3:30pm - 4:45pm,LSB 1001,2024-04-02 00:00:00,1,Mathematics - MATH
SPRING 2024,MATH 6B,VECTOR CALCULUS 2,LANDRY T B,T R,11:00am - 12:15pm,CHEM 1171,2024-04-02 00:00:00,1,Mathematics - MATH
SPRING 2024,MATH 8,TRANS HIGHER MATH,TIAN W,T R,12:30pm - 1:45pm,PHELP1444,2024-04-02 00:00:00,1,Mathematics - MATH
SPRING 2024,MATH 8,TRANS HIGHER MATH,ZHANG YITANG,M W F,12:00pm - 12:50pm,GIRV 1115,2024-04-02 00:00:00,1,Mathematics - MATH
SPRING 2024,MATH 8,TRANS HIGHER MATH,ALONSO RODRIG,T R,11:00am - 12:15pm,PHELP1444,2024-04-02 00:00:00,1,Mathematics - MATH
SPRING 2024,MATH 8,TRANS HIGHER MATH,AGBOOLA A,T R,9:30 am - 10:45am,PHELP2514,2024-04-02 00:00:00,1,Mathematics - MATH
SPRING 2024,MATH 8,TRANS HIGHER MATH,SCHLEY N B,T R,8:00 am - 9:15 am,PHELP1440,2024-04-02 00:00:00,1,Mathematics - MATH
SPRING 2024,MATH 8,TRANS HIGHER MATH,SUNG B O,M W F,11:00am - 11:50am,PHELP2514,2024-04-02 00:00:00,1,Mathematics - MATH
SPRING 2024,MATH 8,TRANS HIGHER MATH,ABDO E,T R,2:00pm - 3:15pm,PHELP1440,2024-04-02 00:00:00,1,Mathematics - MATH
SPRING 2024,MATH 34A,CALC FOR SOCIAL SCI,PORTER M J,M W F,8:00 am - 8:50 am,ILP 1203,2024-04-02 00:00:00,1,Mathematics - MATH
SPRING 2024,MATH 34B,CALC-SOC & LIFE SCI,PORTER M J,M W F,9:00 am - 9:50 am,ILP 1203,2024-04-02 00:00:00,1,Mathematics - MATH
SPRING 2024,MATH 101B,MATH SYSTEMS,OGRAIN C M,T R,9:30 am - 10:45am,GIRV 1112,2024-04-02 00:00:00,1,Mathematics - MATH
SPRING 2024,MATH 104B,NUMERICAL ANALYSIS,SU X,M W F,11:00am - 11:50am,PHELP1425,2024-04-02 00:00:00,1,Mathematics - MATH
SPRING 2024,MATH 104C,ADV NUM ANALYSIS,YANG XU,T R,11:00am - 12:15pm,PHELP1160,2024-04-02 00:00:00,1,Mathematics - MATH
SPRING 2024,MATH 104C,ADV NUM ANALYSIS,PARK J,T R,9:30 am - 10:45am,PHELP1425,2024-04-02 00:00:00,1,Mathematics - MATH
SPRING 2024,MATH 104C,ADV NUM ANALYSIS,SU X,M W F,8:00 am - 8:50 am,PHELP1425,2024-04-02 00:00:00,1,Mathematics - MATH
SPRING 2024,MATH 108A,LINEAR ALGEBRA,GARFIELD P M,M W F,2:00pm - 2:50pm,ARTS 1353,2024-04-02 00:00:00,1,Mathematics - MATH
SPRING 2024,MATH 108A,LINEAR ALGEBRA,SHAH S,T R,2:00pm - 3:15pm,PSYCH1902,2024-04-02 00:00:00,1,Mathematics - MATH
SPRING 2024,MATH 108A,LINEAR ALGEBRA,SUNG B O,M W F,8:00 am - 8:50 am,PHELP2516,2024-04-02 00:00:00,1,Mathematics - MATH
SPRING 2024,MATH 108B,LINEAR ALGEBRA,MULLATH MOHAM,T R,12:30pm - 1:45pm,PHELP1425,2024-04-02 00:00:00,1,Mathematics - MATH
SPRING 2024,MATH 108B,LINEAR ALGEBRA,YE R,T R,11:00am - 12:15pm,PSYCH1902,2024-04-02 00:00:00,1,Mathematics - MATH
SPRING 2024,MATH CS 108B,LINEAR ALGEBRA II,BUENO CACHADI,M W F,2:00pm - 3:15pm,CRST 164B,2024-04-02 00:00:00,1,Mathematics - MATH
SPRING 2024,MATH 108C,MTRX ANLYS,BUENO CACHADI,T R,3:30pm - 4:45pm,SH 1430,2024-04-02 00:00:00,1,Mathematics - MATH
SPRING 2024,MATH 111C,ABSTRACT ALGEBRA,LIU Z,T R,9:30 am - 10:45am,ARTS 1353,2024-04-02 00:00:00,1,Mathematics - MATH
SPRING 2024,MATH 115B,INTRO NUMBER THEORY,ZHANG YITANG,M W F,1:00pm - 1:50pm,GIRV 1112,2024-04-02 00:00:00,1,Mathematics - MATH
SPRING 2024,MATH 117,METHODS OF ANALYSIS,ABDO E,T R,3:30pm - 4:45pm,CHEM 1171,2024-04-02 00:00:00,1,Mathematics - MATH
SPRING 2024,MATH 117,METHODS OF ANALYSIS,ZHOU BOHAN,T R,8:00 am - 9:15 am,PHELP1425,2024-04-02 00:00:00,1,Mathematics - MATH
SPRING 2024,MATH CS 117,INTRO. ANALYSIS,CRAIG K C,M W,11:00am - 12:15pm,CRST 160B,2024-04-02 00:00:00,1,Mathematics - MATH
SPRING 2024,MATH 118C,REAL ANALYSIS,ZHOU HANMING,T R,9:30 am - 10:45am,TD-W 2600,2024-04-02 00:00:00,1,Mathematics - MATH
SPRING 2024,MATH 118C,REAL ANALYSIS,GARCIA-CERVER,T R,3:30pm - 4:45pm,PHELP1160,2024-04-02 00:00:00,1,Mathematics - MATH
SPRING 2024,MATH CS 120FC,ALGEBRAIC COMB,CASTEELS K L,M W F,1:00pm - 1:50pm,CRST 164B,2024-04-02 00:00:00,1,Mathematics - MATH
SPRING 2024,MATH CS 120TC,TOPOLOGICAL COMBIN,MANIN F,T R,2:00pm - 3:15pm,CRST 164B,2024-04-02 00:00:00,1,Mathematics - MATH
